timestamp,title,company,location,url,status,notes
2026-03-15 16:45:40,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:45:50,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:46:00,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:46:10,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:46:20,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:46:31,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:46:41,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:46:51,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:47:01,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:47:11,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:47:21,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:47:31,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:47:42,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:47:52,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-03-15 16:48:02,"AI Intern jobs in Mumbai District, Maharashtra",Volody Product Pvt Lltd,Unknown,https://in.indeed.com/jobs?q=AI%20Intern&l=Mumbai%20District&fromage=7,applied,
2026-04-02 19:28:59,"Software Intern - Tester
- job post",Brandbuddiez Technologies Pvt Ltd,Unknown,https://in.indeed.com/viewjob?jk=8e0f3de83b1d9b4f,applied,
2026-04-02 19:29:08,"Software Intern - Tester
- job post",Brandbuddiez Technologies Pvt Ltd,Unknown,https://in.indeed.com/viewjob?jk=789abcdef0123456,applied,
2026-04-02 19:30:09,"Data Scientist Intern
- job post",Artha Venture Fund,Unknown,https://in.indeed.com/viewjob?jk=b7e79ce8788eddef,applied,
2026-04-02 19:30:26,"Intern
- job post",Advrd,Unknown,https://in.indeed.com/viewjob?jk=c04f8f1dda60fc6c,applied,
2026-04-02 19:31:00,"Data Scientist Intern
- job post",Artha Venture Fund,Unknown,https://in.indeed.com/viewjob?jk=d90ee5f9c9be4c43,applied,
2026-04-02 19:31:10,"Python AI developer
- job post",hr@scopethinkers.com,Unknown,https://in.indeed.com/viewjob?jk=9c273799fc1c092c,applied,
2026-04-02 19:31:19,"AI Intern
- job post",MANISH CHATURVEDI PHOTOGRAPHY & FILMS,Unknown,https://in.indeed.com/viewjob?jk=f6bfaa6f1300b67e,applied,
2026-04-02 19:31:55,"Data Scientist Intern
- job post",Artha Venture Fund,Unknown,https://in.indeed.com/viewjob?jk=e12400fd245f69df,applied,
2026-04-02 19:32:17,"Data Scientist Intern
- job post",Artha Venture Fund,Unknown,https://in.indeed.com/viewjob?jk=37a89bad5ee13ad3,applied,
2026-04-02 19:32:39,"Data Scientist Intern
- job post",Artha Venture Fund,Unknown,https://in.indeed.com/viewjob?jk=a7e4acae22dceb8a,applied,
2026-04-02 19:33:01,"Data Scientist Intern
- job post",Artha Venture Fund,Unknown,https://in.indeed.com/viewjob?jk=d7c6e0cd7ad33b67,applied,
